name,price,link,genre,record_label,record_country,record_cat,record_grade,sleeve_grade,record_info
Tschaikowsky / Karajan / Richter - Piano Concerto No 1 (Vinyle Usagé),$2.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00127742-tschaikowsky-karajan-richter-piano-concerto-no-1,  Classique   ,  Deutsche Grammophon   ,  Germany   ,  138 822   ,  VG+  ,  VG+ ,
Tzant - Bounce With The Massive (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382770-tzant-bounce-with-the-massive,  Electronique   ,  Logic   ,  UK   ,  74321 60210 1   ,  VG+  ,  VG+ ,  12po   
U2 - How To Dismantle An Atomic Bomb (Vinyle Usagé),$99.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382732-u2-how-to-dismantle-an-atomic-bomb,  Rock   ,  Island   ,  Europe   ,  U2 14 Island Records   ,  NM  ,  NM ,  Original (2004) / Avec Livret   
Various - 50 Years of Hits in Stereo (Vinyle Usagé),$5.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382593-various-50-years-of-hits-in-stereo,  Instrumentale   ,  RCA   ,  Canada   ,  PRS 179   ,  VG+  ,  NM ,  Coffret 5 LP / Reedition / Label Orange   
Various - Golden Hits Volume 1 (Vinyle Usagé),$3.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382830-various-golden-hits-volume-1,  Jazz   ,  RCA   ,  Canada   ,  LPE 2774   ,  VG+  ,  VG+ ,
Various - Hollywood 2 (Vinyle Usagé),$4.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00203532-various-hollywood-2,  Disco   ,  SpecialDiscoMixer   ,  USA   ,  BCR 002   ,  VG+  ,  Generic ,  12po Bootleg   
Various - Hullabaloo Au-Go-Go (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382818-various-hullabaloo-au-go-go,  Rock   ,  Design   ,  Canada   ,  SDLP 211 Design Records (2)   ,  VG+  ,  VG+ ,
Various - Juke Box Jive (Vinyle Usagé),$2.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382774-various-juke-box-jive,  Rock   ,  Ruby  Limited   ,  Canada   ,  RR3 4076   ,  NM  ,  VG+ ,
Various - Party Rock (Vinyle Usagé),$5.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00346752-various-party-rock,  Rock   ,  Ruby   ,  Canada   ,  PC3 0009   ,  NM  ,  VG+ ,  3 LP / Pochette Gatefold   
Various - Rock Of The 80s (Vinyle Usagé),$7.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382578-various-rock-of-the-80s,  Rock   ,  CBS   ,  France   ,  SDC 30   ,  NM  ,  NM ,  Vinyle Vert / Promo   
Various - Rockin And Rollin (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382823-various-rockin-and-rollin,  Rock   ,  Impact Music Promotions   ,  Canada   ,  BC 241   ,  VG+  ,  VG+ ,
Various - The Greatest Rock And Roll Hits (Vinyle Usagé),$5.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382643-various-the-greatest-rock-and-roll-hits,  Rock   ,  Ronco   ,  Canada   ,  CR 1005 Ronco   ,  VG+  ,  VG ,  Coffret 4 LP   
Various - The In Crowd (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382817-various-the-in-crowd,  Vocal Homme   ,  Design   ,  Canada   ,  DLP 252   ,  VG+  ,  VG+ ,
Various / Baker / Fischer-Dieskau - An Evening of Duets (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382477-various-baker-fischer-dieskau-an-evening-of-duets,  Classique   ,  Angel   ,  USA   ,  S 36712   ,  VG+  ,  VG+ ,
Various / Neumeyer - Dance Music From the Time of Paetorius (Vinyle Usagé),$4.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00069949-various-neumeyer-dance-music-from-the-time-of-paetorius,  Classique   ,  Archiv   ,  Germany   ,  198 166   ,  NM  ,  NM ,  Pochette Gatefold   
Vicky Leandros - L Amour Est Bleu (Vinyle Usagé),$3.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00066859-vicky-leandros-l-amour-est-bleu,  Francophone   ,  RCA Victor   ,  Canada   ,  PCS 1194   ,  VG+  ,  VG+ ,
Vicky Leandros - The Love In Your Eyes / When Bouzoukis Played (Vinyle Usagé),$2.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382781-vicky-leandros-the-love-in-your-eyes-when-bouzoukis-played,  Francophone   ,  RCA Victor   ,  Canada   ,  KPL1 0033   ,  VG+  ,  VG+ ,
Village People - Go West (Vinyle Usagé),$5.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00004839-village-people-go-west,  Disco   ,  Casablanca   ,  Canada   ,  NBLP 7144   ,  NM  ,  NM ,  Avec Poster   
Village People - Go West (Vinyle Usagé),$2.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00348690-village-people-go-west,  Disco   ,  Casablanca   ,  Canada   ,  NBLP 7144   ,  VG+  ,  VG+ ,  Avec Poster   
Village People - Live and Sleazy (Vinyle Usagé),$4.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00241363-village-people-live-and-sleazy,  Disco   ,  Casablanca   ,  Canada   ,  NBLP 7183 2   ,  VG+  ,  NM ,  2 LP / Pochette Gatefold   
Vivaldi / Bach / Ruzickova - Concertos pour Clavecin (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382540-vivaldi-bach-ruzickova-concertos-pour-clavecin,  Classique   ,  Erato   ,  France   ,  EFM 8039   ,  VG  ,  VG+ ,
Vogues - Memories (Vinyle Usagé),$4.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382840-vogues-memories,  Rock   ,  Reprise   ,  Canada   ,  RS 6347   ,  NM  ,  VG+ ,
Weber / Franck / Berman / Nicolet - Floten Sonaten (Vinyle Usagé),$11.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382496-weber-franck-berman-nicolet-floten-sonaten,  Classique   ,  Tudor   ,  Switzerland   ,  73 028   ,  NM  ,  VG+ ,
Who - Quadrophenia (Vinyle Usagé),$24.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00257886-who-quadrophenia,  Rock   ,  Track/MCA   ,  Canada   ,  MCA2 10004   ,  VG+  ,  VG ,  2 LP avec Livret / Original avec Labels Track Brun   
Wilton Place Street Band - Disco Lucy (I Love Lucy Theme) (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382665-wilton-place-street-band-disco-lucy-i-love-lucy-theme,  Disco   ,  Island   ,  Canada   ,  IS 1001   ,  VG+  ,  NM ,  12   
